2021-11-05 15:02:14,572 - INFO - python main.py algo -dl d1 -ll 2 3 -ol I W RI RW -ml brute -gl 20 -bl 1 2 3
2021-11-05 15:02:14,572 - INFO - ====================_2.0
2021-11-05 15:02:14,603 - INFO - load:../zdata/residence_217_spl.pkl
2021-11-05 15:02:14,604 - INFO - Finish random requester set R and supplier set S 
2021-11-05 15:02:16,976 - INFO - compute (0.05, 0.35)
2021-11-05 15:02:17,033 - INFO - compute (0.05, 0.4)
2021-11-05 15:02:17,112 - INFO - compute (0.05, 0.45)
2021-11-05 15:02:17,202 - INFO - compute (0.05, 0.5)
2021-11-05 15:02:17,307 - INFO - compute (0.05, 0.55)
2021-11-05 15:02:17,433 - INFO - compute (0.05, 0.6)
2021-11-05 15:02:17,583 - INFO - compute (0.05, 0.65)
2021-11-05 15:02:17,757 - INFO - compute (0.05, 0.7)
2021-11-05 15:02:17,945 - INFO - compute (0.05, 0.75)
2021-11-05 15:02:18,140 - INFO - compute (0.05, 0.8)
2021-11-05 15:02:18,333 - INFO - compute (0.05, 0.85)
2021-11-05 15:02:18,528 - INFO - compute (0.05, 0.9)
2021-11-05 15:02:18,721 - INFO - compute (0.05, 0.95)
2021-11-05 15:02:18,914 - INFO - compute (0.05, 1.0)
2021-11-05 15:02:19,110 - INFO - compute (0.1, 0.0)
2021-11-05 15:02:19,114 - INFO - compute (0.1, 0.05)
2021-11-05 15:02:19,118 - INFO - compute (0.1, 0.1)
2021-11-05 15:02:19,122 - INFO - compute (0.1, 0.15)
2021-11-05 15:02:19,134 - INFO - compute (0.1, 0.2)
2021-11-05 15:02:19,150 - INFO - compute (0.1, 0.25)
2021-11-05 15:02:19,169 - INFO - compute (0.1, 0.3)
2021-11-05 15:02:19,206 - INFO - compute (0.1, 0.35)
2021-11-05 15:02:19,261 - INFO - compute (0.1, 0.4)
2021-11-05 15:02:19,338 - INFO - compute (0.1, 0.45)
2021-11-05 15:02:19,426 - INFO - compute (0.1, 0.5)
2021-11-05 15:02:19,534 - INFO - compute (0.1, 0.55)
2021-11-05 15:02:19,658 - INFO - compute (0.1, 0.6)
2021-11-05 15:02:19,809 - INFO - compute (0.1, 0.65)
2021-11-05 15:02:19,986 - INFO - compute (0.1, 0.7)
2021-11-05 15:02:20,175 - INFO - compute (0.1, 0.75)
2021-11-05 15:02:20,371 - INFO - compute (0.1, 0.8)
2021-11-05 15:02:20,565 - INFO - compute (0.1, 0.85)
2021-11-05 15:02:20,761 - INFO - compute (0.1, 0.9)
2021-11-05 15:02:20,955 - INFO - compute (0.1, 0.95)
2021-11-05 15:02:21,149 - INFO - compute (0.1, 1.0)
2021-11-05 15:02:21,252 - INFO - compute (0.15, 0.0)
2021-11-05 15:02:21,254 - INFO - compute (0.15, 0.05)
2021-11-05 15:02:21,256 - INFO - compute (0.15, 0.1)
2021-11-05 15:02:21,258 - INFO - compute (0.15, 0.15)
2021-11-05 15:02:21,264 - INFO - compute (0.15, 0.2)
2021-11-05 15:02:21,273 - INFO - compute (0.15, 0.25)
2021-11-05 15:02:21,284 - INFO - compute (0.15, 0.3)
2021-11-05 15:02:21,303 - INFO - compute (0.15, 0.35)
2021-11-05 15:02:21,334 - INFO - compute (0.15, 0.4)
2021-11-05 15:02:21,373 - INFO - compute (0.15, 0.45)
2021-11-05 15:02:21,419 - INFO - compute (0.15, 0.5)
2021-11-05 15:02:21,476 - INFO - compute (0.15, 0.55)
2021-11-05 15:02:21,545 - INFO - compute (0.15, 0.6)
2021-11-05 15:02:21,624 - INFO - compute (0.15, 0.65)
2021-11-05 15:02:21,716 - INFO - compute (0.15, 0.7)
2021-11-05 15:02:21,815 - INFO - compute (0.15, 0.75)
2021-11-05 15:02:21,917 - INFO - compute (0.15, 0.8)
2021-11-05 15:02:22,022 - INFO - compute (0.15, 0.85)
2021-11-05 15:02:22,123 - INFO - compute (0.15, 0.9)
2021-11-05 15:02:22,225 - INFO - compute (0.15, 0.95)
2021-11-05 15:02:22,336 - INFO - compute (0.15, 1.0)
2021-11-05 15:02:22,442 - INFO - compute (0.2, 0.0)
2021-11-05 15:02:22,444 - INFO - compute (0.2, 0.05)
2021-11-05 15:02:22,447 - INFO - compute (0.2, 0.1)
2021-11-05 15:02:22,449 - INFO - compute (0.2, 0.15)
2021-11-05 15:02:22,455 - INFO - compute (0.2, 0.2)
2021-11-05 15:02:22,465 - INFO - compute (0.2, 0.25)
2021-11-05 15:02:22,476 - INFO - compute (0.2, 0.3)
2021-11-05 15:02:22,499 - INFO - compute (0.2, 0.35)
2021-11-05 15:02:22,528 - INFO - compute (0.2, 0.4)
2021-11-05 15:02:22,567 - INFO - compute (0.2, 0.45)
2021-11-05 15:02:22,619 - INFO - compute (0.2, 0.5)
2021-11-05 15:02:22,678 - INFO - compute (0.2, 0.55)
2021-11-05 15:02:22,742 - INFO - compute (0.2, 0.6)
2021-11-05 15:02:22,823 - INFO - compute (0.2, 0.65)
2021-11-05 15:02:22,916 - INFO - compute (0.2, 0.7)
2021-11-05 15:02:23,017 - INFO - compute (0.2, 0.75)
2021-11-05 15:02:23,119 - INFO - compute (0.2, 0.8)
2021-11-05 15:02:23,220 - INFO - compute (0.2, 0.85)
2021-11-05 15:02:23,325 - INFO - compute (0.2, 0.9)
2021-11-05 15:02:23,427 - INFO - compute (0.2, 0.95)
2021-11-05 15:02:23,532 - INFO - compute (0.2, 1.0)
2021-11-05 15:02:23,635 - INFO - compute (0.25, 0.0)
2021-11-05 15:02:23,637 - INFO - compute (0.25, 0.05)
2021-11-05 15:02:23,639 - INFO - compute (0.25, 0.1)
2021-11-05 15:02:23,641 - INFO - compute (0.25, 0.15)
2021-11-05 15:02:23,647 - INFO - compute (0.25, 0.2)
2021-11-05 15:02:23,655 - INFO - compute (0.25, 0.25)
2021-11-05 15:02:23,665 - INFO - compute (0.25, 0.3)
2021-11-05 15:02:23,683 - INFO - compute (0.25, 0.35)
2021-11-05 15:02:23,711 - INFO - compute (0.25, 0.4)
2021-11-05 15:02:23,752 - INFO - compute (0.25, 0.45)
2021-11-05 15:02:23,803 - INFO - compute (0.25, 0.5)
2021-11-05 15:02:23,857 - INFO - compute (0.25, 0.55)
2021-11-05 15:02:23,923 - INFO - compute (0.25, 0.6)
2021-11-05 15:02:24,004 - INFO - compute (0.25, 0.65)
2021-11-05 15:02:24,098 - INFO - compute (0.25, 0.7)
2021-11-05 15:02:24,196 - INFO - compute (0.25, 0.75)
2021-11-05 15:02:24,299 - INFO - compute (0.25, 0.8)
2021-11-05 15:02:24,405 - INFO - compute (0.25, 0.85)
2021-11-05 15:02:24,518 - INFO - compute (0.25, 0.9)
2021-11-05 15:02:24,631 - INFO - compute (0.25, 0.95)
2021-11-05 15:02:24,735 - INFO - compute (0.25, 1.0)
2021-11-05 15:02:24,835 - INFO - compute (0.3, 0.0)
2021-11-05 15:02:24,838 - INFO - compute (0.3, 0.05)
2021-11-05 15:02:24,841 - INFO - compute (0.3, 0.1)
2021-11-05 15:02:24,843 - INFO - compute (0.3, 0.15)
2021-11-05 15:02:24,849 - INFO - compute (0.3, 0.2)
2021-11-05 15:02:24,859 - INFO - compute (0.3, 0.25)
2021-11-05 15:02:24,871 - INFO - compute (0.3, 0.3)
2021-11-05 15:02:24,893 - INFO - compute (0.3, 0.35)
2021-11-05 15:02:24,925 - INFO - compute (0.3, 0.4)
2021-11-05 15:02:24,964 - INFO - compute (0.3, 0.45)
2021-11-05 15:02:25,013 - INFO - compute (0.3, 0.5)
2021-11-05 15:02:25,093 - INFO - compute (0.3, 0.55)
2021-11-05 15:02:25,220 - INFO - compute (0.3, 0.6)
2021-11-05 15:02:25,326 - INFO - compute (0.3, 0.65)
2021-11-05 15:02:25,416 - INFO - compute (0.3, 0.7)
2021-11-05 15:02:25,518 - INFO - compute (0.3, 0.75)
2021-11-05 15:02:25,642 - INFO - compute (0.3, 0.8)
2021-11-05 15:02:25,770 - INFO - compute (0.3, 0.85)
2021-11-05 15:02:25,917 - INFO - compute (0.3, 0.9)
2021-11-05 15:02:26,039 - INFO - compute (0.3, 0.95)
2021-11-05 15:02:26,142 - INFO - compute (0.3, 1.0)
2021-11-05 15:02:26,246 - INFO - compute (0.35, 0.0)
2021-11-05 15:02:26,248 - INFO - compute (0.35, 0.05)
2021-11-05 15:02:26,251 - INFO - compute (0.35, 0.1)
2021-11-05 15:02:26,253 - INFO - compute (0.35, 0.15)
2021-11-05 15:02:26,261 - INFO - compute (0.35, 0.2)
2021-11-05 15:02:26,274 - INFO - compute (0.35, 0.25)
2021-11-05 15:02:26,295 - INFO - compute (0.35, 0.3)
2021-11-05 15:02:26,335 - INFO - compute (0.35, 0.35)
2021-11-05 15:02:26,396 - INFO - compute (0.35, 0.4)
2021-11-05 15:02:26,482 - INFO - compute (0.35, 0.45)
2021-11-05 15:02:26,576 - INFO - compute (0.35, 0.5)
2021-11-05 15:02:26,692 - INFO - compute (0.35, 0.55)
2021-11-05 15:02:26,812 - INFO - compute (0.35, 0.6)
2021-11-05 15:02:26,975 - INFO - compute (0.35, 0.65)
2021-11-05 15:02:27,184 - INFO - compute (0.35, 0.7)
2021-11-05 15:02:27,453 - INFO - compute (0.35, 0.75)
2021-11-05 15:02:27,678 - INFO - compute (0.35, 0.8)
2021-11-05 15:02:27,880 - INFO - compute (0.35, 0.85)
2021-11-05 15:02:28,098 - INFO - compute (0.35, 0.9)
2021-11-05 15:02:28,335 - INFO - compute (0.35, 0.95)
2021-11-05 15:02:28,578 - INFO - compute (0.35, 1.0)
2021-11-05 15:02:28,784 - INFO - compute (0.4, 0.0)
2021-11-05 15:02:28,788 - INFO - compute (0.4, 0.05)
2021-11-05 15:02:28,793 - INFO - compute (0.4, 0.1)
2021-11-05 15:02:28,802 - INFO - compute (0.4, 0.15)
2021-11-05 15:02:28,813 - INFO - compute (0.4, 0.2)
2021-11-05 15:02:28,829 - INFO - compute (0.4, 0.25)
2021-11-05 15:02:28,847 - INFO - compute (0.4, 0.3)
2021-11-05 15:02:28,961 - INFO - compute (0.4, 0.35)
2021-11-05 15:02:29,138 - INFO - compute (0.4, 0.4)
2021-11-05 15:02:29,266 - INFO - compute (0.4, 0.45)
2021-11-05 15:02:29,412 - INFO - compute (0.4, 0.5)
2021-11-05 15:02:29,569 - INFO - compute (0.4, 0.55)
2021-11-05 15:02:29,729 - INFO - compute (0.4, 0.6)
2021-11-05 15:02:29,883 - INFO - compute (0.4, 0.65)
2021-11-05 15:02:30,070 - INFO - compute (0.4, 0.7)
2021-11-05 15:02:30,239 - INFO - compute (0.4, 0.75)
2021-11-05 15:02:30,436 - INFO - compute (0.4, 0.8)
2021-11-05 15:02:30,622 - INFO - compute (0.4, 0.85)
2021-11-05 15:02:30,797 - INFO - compute (0.4, 0.9)
2021-11-05 15:02:30,977 - INFO - compute (0.4, 0.95)
2021-11-05 15:02:31,157 - INFO - compute (0.4, 1.0)
2021-11-05 15:02:31,337 - INFO - compute (0.45, 0.0)
2021-11-05 15:02:31,340 - INFO - compute (0.45, 0.05)
2021-11-05 15:02:31,342 - INFO - compute (0.45, 0.1)
2021-11-05 15:02:31,345 - INFO - compute (0.45, 0.15)
2021-11-05 15:02:31,352 - INFO - compute (0.45, 0.2)
2021-11-05 15:02:31,363 - INFO - compute (0.45, 0.25)
2021-11-05 15:02:31,376 - INFO - compute (0.45, 0.3)
2021-11-05 15:02:31,401 - INFO - compute (0.45, 0.35)
2021-11-05 15:02:31,436 - INFO - compute (0.45, 0.4)
2021-11-05 15:02:31,489 - INFO - compute (0.45, 0.45)
2021-11-05 15:02:31,547 - INFO - compute (0.45, 0.5)
2021-11-05 15:02:31,617 - INFO - compute (0.45, 0.55)
2021-11-05 15:02:31,701 - INFO - compute (0.45, 0.6)
2021-11-05 15:02:31,796 - INFO - compute (0.45, 0.65)
2021-11-05 15:02:31,912 - INFO - compute (0.45, 0.7)
2021-11-05 15:02:32,033 - INFO - compute (0.45, 0.75)
2021-11-05 15:02:32,160 - INFO - compute (0.45, 0.8)
2021-11-05 15:02:32,311 - INFO - compute (0.45, 0.85)
2021-11-05 15:02:32,436 - INFO - compute (0.45, 0.9)
2021-11-05 15:02:32,702 - INFO - compute (0.45, 0.95)
2021-11-05 15:02:32,892 - INFO - compute (0.45, 1.0)
2021-11-05 15:02:33,068 - INFO - compute (0.5, 0.0)
2021-11-05 15:02:33,070 - INFO - compute (0.5, 0.05)
2021-11-05 15:02:33,073 - INFO - compute (0.5, 0.1)
2021-11-05 15:02:33,075 - INFO - compute (0.5, 0.15)
2021-11-05 15:02:33,082 - INFO - compute (0.5, 0.2)
2021-11-05 15:02:33,091 - INFO - compute (0.5, 0.25)
2021-11-05 15:02:33,103 - INFO - compute (0.5, 0.3)
2021-11-05 15:02:33,122 - INFO - compute (0.5, 0.35)
2021-11-05 15:02:33,150 - INFO - compute (0.5, 0.4)
2021-11-05 15:02:33,190 - INFO - compute (0.5, 0.45)
2021-11-05 15:02:33,248 - INFO - compute (0.5, 0.5)
2021-11-05 15:02:33,320 - INFO - compute (0.5, 0.55)
2021-11-05 15:02:33,389 - INFO - compute (0.5, 0.6)
2021-11-05 15:02:33,475 - INFO - compute (0.5, 0.65)
2021-11-05 15:02:33,568 - INFO - compute (0.5, 0.7)
2021-11-05 15:02:33,748 - INFO - compute (0.5, 0.75)
2021-11-05 15:02:33,865 - INFO - compute (0.5, 0.8)
2021-11-05 15:02:33,979 - INFO - compute (0.5, 0.85)
2021-11-05 15:02:34,172 - INFO - compute (0.5, 0.9)
2021-11-05 15:02:34,286 - INFO - compute (0.5, 0.95)
2021-11-05 15:02:34,397 - INFO - compute (0.5, 1.0)
2021-11-05 15:02:34,707 - INFO - compute (0.55, 0.0)
2021-11-05 15:02:34,711 - INFO - compute (0.55, 0.05)
2021-11-05 15:02:34,714 - INFO - compute (0.55, 0.1)
2021-11-05 15:02:34,717 - INFO - compute (0.55, 0.15)
2021-11-05 15:02:34,727 - INFO - compute (0.55, 0.2)
2021-11-05 15:02:34,735 - INFO - compute (0.55, 0.25)
2021-11-05 15:02:34,748 - INFO - compute (0.55, 0.3)
2021-11-05 15:02:34,769 - INFO - compute (0.55, 0.35)
2021-11-05 15:02:34,802 - INFO - compute (0.55, 0.4)
2021-11-05 15:02:34,842 - INFO - compute (0.55, 0.45)
2021-11-05 15:02:34,895 - INFO - compute (0.55, 0.5)
2021-11-05 15:02:34,963 - INFO - compute (0.55, 0.55)
2021-11-05 15:02:35,030 - INFO - compute (0.55, 0.6)
2021-11-05 15:02:35,136 - INFO - compute (0.55, 0.65)
2021-11-05 15:02:35,262 - INFO - compute (0.55, 0.7)
2021-11-05 15:02:35,389 - INFO - compute (0.55, 0.75)
2021-11-05 15:02:35,524 - INFO - compute (0.55, 0.8)
2021-11-05 15:02:35,626 - INFO - compute (0.55, 0.85)
2021-11-05 15:02:35,717 - INFO - compute (0.55, 0.9)
2021-11-05 15:02:35,806 - INFO - compute (0.55, 0.95)
2021-11-05 15:02:35,892 - INFO - compute (0.55, 1.0)
2021-11-05 15:02:35,979 - INFO - compute (0.6, 0.0)
2021-11-05 15:02:35,982 - INFO - compute (0.6, 0.05)
2021-11-05 15:02:35,984 - INFO - compute (0.6, 0.1)
2021-11-05 15:02:35,985 - INFO - compute (0.6, 0.15)
2021-11-05 15:02:35,989 - INFO - compute (0.6, 0.2)
2021-11-05 15:02:35,995 - INFO - compute (0.6, 0.25)
2021-11-05 15:02:36,002 - INFO - compute (0.6, 0.3)
2021-11-05 15:02:36,015 - INFO - compute (0.6, 0.35)
2021-11-05 15:02:36,038 - INFO - compute (0.6, 0.4)
2021-11-05 15:02:36,065 - INFO - compute (0.6, 0.45)
2021-11-05 15:02:36,099 - INFO - compute (0.6, 0.5)
2021-11-05 15:02:36,141 - INFO - compute (0.6, 0.55)
2021-11-05 15:02:36,189 - INFO - compute (0.6, 0.6)
2021-11-05 15:02:36,241 - INFO - compute (0.6, 0.65)
2021-11-05 15:02:36,308 - INFO - compute (0.6, 0.7)
2021-11-05 15:02:36,397 - INFO - compute (0.6, 0.75)
2021-11-05 15:02:36,483 - INFO - compute (0.6, 0.8)
2021-11-05 15:02:36,552 - INFO - compute (0.6, 0.85)
2021-11-05 15:02:36,633 - INFO - compute (0.6, 0.9)
2021-11-05 15:02:36,714 - INFO - compute (0.6, 0.95)
2021-11-05 15:02:36,789 - INFO - compute (0.6, 1.0)
2021-11-05 15:02:36,876 - INFO - compute (0.65, 0.0)
2021-11-05 15:02:36,878 - INFO - compute (0.65, 0.05)
2021-11-05 15:02:36,879 - INFO - compute (0.65, 0.1)
2021-11-05 15:02:36,881 - INFO - compute (0.65, 0.15)
2021-11-05 15:02:36,884 - INFO - compute (0.65, 0.2)
2021-11-05 15:02:36,890 - INFO - compute (0.65, 0.25)
2021-11-05 15:02:36,895 - INFO - compute (0.65, 0.3)
2021-11-05 15:02:36,907 - INFO - compute (0.65, 0.35)
2021-11-05 15:02:36,922 - INFO - compute (0.65, 0.4)
2021-11-05 15:02:36,942 - INFO - compute (0.65, 0.45)
2021-11-05 15:02:36,968 - INFO - compute (0.65, 0.5)
2021-11-05 15:02:36,995 - INFO - compute (0.65, 0.55)
2021-11-05 15:02:37,026 - INFO - compute (0.65, 0.6)
2021-11-05 15:02:37,068 - INFO - compute (0.65, 0.65)
2021-11-05 15:02:37,115 - INFO - compute (0.65, 0.7)
2021-11-05 15:02:37,160 - INFO - compute (0.65, 0.75)
2021-11-05 15:02:37,204 - INFO - compute (0.65, 0.8)
2021-11-05 15:02:37,251 - INFO - compute (0.65, 0.85)
2021-11-05 15:02:37,300 - INFO - compute (0.65, 0.9)
2021-11-05 15:02:37,349 - INFO - compute (0.65, 0.95)
2021-11-05 15:02:37,399 - INFO - compute (0.65, 1.0)
2021-11-05 15:02:37,451 - INFO - compute (0.7, 0.0)
2021-11-05 15:02:37,452 - INFO - compute (0.7, 0.05)
2021-11-05 15:02:37,453 - INFO - compute (0.7, 0.1)
2021-11-05 15:02:37,454 - INFO - compute (0.7, 0.15)
2021-11-05 15:02:37,457 - INFO - compute (0.7, 0.2)
2021-11-05 15:02:37,460 - INFO - compute (0.7, 0.25)
2021-11-05 15:02:37,465 - INFO - compute (0.7, 0.3)
2021-11-05 15:02:37,473 - INFO - compute (0.7, 0.35)
2021-11-05 15:02:37,489 - INFO - compute (0.7, 0.4)
2021-11-05 15:02:37,506 - INFO - compute (0.7, 0.45)
2021-11-05 15:02:37,529 - INFO - compute (0.7, 0.5)
2021-11-05 15:02:37,558 - INFO - compute (0.7, 0.55)
2021-11-05 15:02:37,589 - INFO - compute (0.7, 0.6)
2021-11-05 15:02:37,625 - INFO - compute (0.7, 0.65)
2021-11-05 15:02:37,661 - INFO - compute (0.7, 0.7)
2021-11-05 15:02:37,701 - INFO - compute (0.7, 0.75)
2021-11-05 15:02:37,746 - INFO - compute (0.7, 0.8)
2021-11-05 15:02:37,794 - INFO - compute (0.7, 0.85)
2021-11-05 15:02:37,848 - INFO - compute (0.7, 0.9)
2021-11-05 15:02:37,891 - INFO - compute (0.7, 0.95)
2021-11-05 15:02:37,941 - INFO - compute (0.7, 1.0)
2021-11-05 15:02:37,998 - INFO - compute (0.75, 0.0)
2021-11-05 15:02:37,999 - INFO - compute (0.75, 0.05)
2021-11-05 15:02:38,000 - INFO - compute (0.75, 0.1)
2021-11-05 15:02:38,001 - INFO - compute (0.75, 0.15)
2021-11-05 15:02:38,003 - INFO - compute (0.75, 0.2)
2021-11-05 15:02:38,006 - INFO - compute (0.75, 0.25)
2021-11-05 15:02:38,011 - INFO - compute (0.75, 0.3)
2021-11-05 15:02:38,017 - INFO - compute (0.75, 0.35)
2021-11-05 15:02:38,026 - INFO - compute (0.75, 0.4)
2021-11-05 15:02:38,039 - INFO - compute (0.75, 0.45)
2021-11-05 15:02:38,054 - INFO - compute (0.75, 0.5)
2021-11-05 15:02:38,074 - INFO - compute (0.75, 0.55)
2021-11-05 15:02:38,094 - INFO - compute (0.75, 0.6)
2021-11-05 15:02:38,119 - INFO - compute (0.75, 0.65)
2021-11-05 15:02:38,145 - INFO - compute (0.75, 0.7)
2021-11-05 15:02:38,174 - INFO - compute (0.75, 0.75)
2021-11-05 15:02:38,203 - INFO - compute (0.75, 0.8)
2021-11-05 15:02:38,236 - INFO - compute (0.75, 0.85)
2021-11-05 15:02:38,267 - INFO - compute (0.75, 0.9)
2021-11-05 15:02:38,296 - INFO - compute (0.75, 0.95)
2021-11-05 15:02:38,325 - INFO - compute (0.75, 1.0)
2021-11-05 15:02:38,354 - INFO - compute (0.8, 0.0)
2021-11-05 15:02:38,355 - INFO - compute (0.8, 0.05)
2021-11-05 15:02:38,356 - INFO - compute (0.8, 0.1)
2021-11-05 15:02:38,356 - INFO - compute (0.8, 0.15)
2021-11-05 15:02:38,358 - INFO - compute (0.8, 0.2)
2021-11-05 15:02:38,359 - INFO - compute (0.8, 0.25)
2021-11-05 15:02:38,361 - INFO - compute (0.8, 0.3)
2021-11-05 15:02:38,365 - INFO - compute (0.8, 0.35)
2021-11-05 15:02:38,371 - INFO - compute (0.8, 0.4)
2021-11-05 15:02:38,379 - INFO - compute (0.8, 0.45)
2021-11-05 15:02:38,388 - INFO - compute (0.8, 0.5)
2021-11-05 15:02:38,400 - INFO - compute (0.8, 0.55)
2021-11-05 15:02:38,413 - INFO - compute (0.8, 0.6)
2021-11-05 15:02:38,430 - INFO - compute (0.8, 0.65)
2021-11-05 15:02:38,451 - INFO - compute (0.8, 0.7)
2021-11-05 15:02:38,475 - INFO - compute (0.8, 0.75)
2021-11-05 15:02:38,497 - INFO - compute (0.8, 0.8)
2021-11-05 15:02:38,519 - INFO - compute (0.8, 0.85)
2021-11-05 15:02:38,540 - INFO - compute (0.8, 0.9)
2021-11-05 15:02:38,561 - INFO - compute (0.8, 0.95)
2021-11-05 15:02:38,582 - INFO - compute (0.8, 1.0)
2021-11-05 15:02:38,603 - INFO - compute (0.85, 0.0)
2021-11-05 15:02:38,603 - INFO - compute (0.85, 0.05)
2021-11-05 15:02:38,604 - INFO - compute (0.85, 0.1)
2021-11-05 15:02:38,604 - INFO - compute (0.85, 0.15)
2021-11-05 15:02:38,605 - INFO - compute (0.85, 0.2)
2021-11-05 15:02:38,605 - INFO - compute (0.85, 0.25)
2021-11-05 15:02:38,606 - INFO - compute (0.85, 0.3)
2021-11-05 15:02:38,608 - INFO - compute (0.85, 0.35)
2021-11-05 15:02:38,610 - INFO - compute (0.85, 0.4)
2021-11-05 15:02:38,614 - INFO - compute (0.85, 0.45)
2021-11-05 15:02:38,620 - INFO - compute (0.85, 0.5)
2021-11-05 15:02:38,625 - INFO - compute (0.85, 0.55)
2021-11-05 15:02:38,630 - INFO - compute (0.85, 0.6)
2021-11-05 15:02:38,637 - INFO - compute (0.85, 0.65)
2021-11-05 15:02:38,646 - INFO - compute (0.85, 0.7)
2021-11-05 15:02:38,658 - INFO - compute (0.85, 0.75)
2021-11-05 15:02:38,673 - INFO - compute (0.85, 0.8)
2021-11-05 15:02:38,685 - INFO - compute (0.85, 0.85)
2021-11-05 15:02:38,695 - INFO - compute (0.85, 0.9)
2021-11-05 15:02:38,706 - INFO - compute (0.85, 0.95)
2021-11-05 15:02:38,718 - INFO - compute (0.85, 1.0)
2021-11-05 15:02:38,730 - INFO - compute (0.9, 0.0)
2021-11-05 15:02:38,731 - INFO - compute (0.9, 0.05)
2021-11-05 15:02:38,731 - INFO - compute (0.9, 0.1)
2021-11-05 15:02:38,732 - INFO - compute (0.9, 0.15)
2021-11-05 15:02:38,733 - INFO - compute (0.9, 0.2)
2021-11-05 15:02:38,733 - INFO - compute (0.9, 0.25)
2021-11-05 15:02:38,734 - INFO - compute (0.9, 0.3)
2021-11-05 15:02:38,736 - INFO - compute (0.9, 0.35)
2021-11-05 15:02:38,737 - INFO - compute (0.9, 0.4)
2021-11-05 15:02:38,739 - INFO - compute (0.9, 0.45)
2021-11-05 15:02:38,742 - INFO - compute (0.9, 0.5)
2021-11-05 15:02:38,744 - INFO - compute (0.9, 0.55)
2021-11-05 15:02:38,749 - INFO - compute (0.9, 0.6)
2021-11-05 15:02:38,754 - INFO - compute (0.9, 0.65)
2021-11-05 15:02:38,758 - INFO - compute (0.9, 0.7)
2021-11-05 15:02:38,763 - INFO - compute (0.9, 0.75)
2021-11-05 15:02:38,768 - INFO - compute (0.9, 0.8)
2021-11-05 15:02:38,774 - INFO - compute (0.9, 0.85)
2021-11-05 15:02:38,782 - INFO - compute (0.9, 0.9)
2021-11-05 15:02:38,787 - INFO - compute (0.9, 0.95)
2021-11-05 15:02:38,793 - INFO - compute (0.9, 1.0)
2021-11-05 15:02:38,797 - INFO - compute (0.95, 0.0)
2021-11-05 15:02:38,798 - INFO - compute (0.95, 0.05)
2021-11-05 15:02:38,798 - INFO - compute (0.95, 0.1)
2021-11-05 15:02:38,799 - INFO - compute (0.95, 0.15)
2021-11-05 15:02:38,799 - INFO - compute (0.95, 0.2)
2021-11-05 15:02:38,799 - INFO - compute (0.95, 0.25)
2021-11-05 15:02:38,800 - INFO - compute (0.95, 0.3)
2021-11-05 15:02:38,800 - INFO - compute (0.95, 0.35)
2021-11-05 15:02:38,801 - INFO - compute (0.95, 0.4)
2021-11-05 15:02:38,801 - INFO - compute (0.95, 0.45)
2021-11-05 15:02:38,801 - INFO - compute (0.95, 0.5)
2021-11-05 15:02:38,801 - INFO - compute (0.95, 0.55)
